timestamp,interface_utilization,interface_in_errors,interface_out_errors,interface_in_discards,interface_out_discards,interface_in_packets,interface_out_packets,latency_avg_ms,latency_jitter_ms,packet_loss_percent,ospf_neighbor_state,ospf_dead_timer,bgp_fsm_transitions,bgp_update_rate,mpls_ldp_state_changes,ipsec_throughput_bps,ipsec_error_rate,congestion_trend,queue_depth,tti_estimate,hour_of_day,day_of_week,is_peak_hour,cpu_utilization,memory_utilization
2024-01-01 00:00:00,42.483570765056164,0.0,0.0,0.0,0.0,726.9247299037562,1862.0721344389085,7.795136250354796,0.9553321375421766,0.015538607969017185,8.0,39.0598294311101,0.0,3.213359559295754,0.0,2258334.5232546497,0.0015155992427717778,0.11782250260907108,0.7087579024085278,59.638616768500434,0.0,0.0,0.0,25.843297456339737,61.61544659485834
2024-01-01 00:00:10,39.324261789753045,0.0,0.0,1.0,0.0,915.5314363984525,1042.4190148356097,10.211679867888023,0.2062775147546796,0.03109673651858873,8.0,40.50470275632288,0.0,7.615845485450567,0.0,2963690.23770915,7.233101926795169e-05,-0.9497846941403496,0.19530103062193804,66.24406380397656,0.0,0.0,0.0,30.607677974772628,61.88124837905847
2024-01-01 00:00:20,43.26960927401838,0.0,0.0,0.0,0.0,473.7950753491101,1630.8271027671015,9.846884565399371,0.19962329696257497,0.013349897688597654,8.0,38.82165128901558,0.0,8.913417694005183,0.0,16960333.948462404,0.002805459573304571,1.3418024341533124,0.3538554761305256,58.05188079235179,0.0,0.0,0.0,29.715297874465588,55.96409792213635
2024-01-01 00:00:30,47.66189913805497,0.0,0.0,0.0,0.0,2902.2535045810423,2050.9329352274804,7.576686029502746,0.8121724576138442,0.2956075127646086,8.0,40.63142188363247,0.0,2.28609476430706,0.0,2503952.7724720337,0.0028804478596010288,-0.18330269894538576,0.03277761984744197,55.2445876501864,0.0,0.0,0.0,41.095352289957745,61.57393108220799
2024-01-01 00:00:40,38.89156623178904,0.0,0.0,0.0,0.0,413.75738518867564,425.6620442433361,10.482609955075882,0.4051839512253671,0.01339114398366948,8.0,38.95462962472273,0.0,17.068537139554234,0.0,6755966.3504323615,0.0009928103435196199,0.3213513620730258,0.07251859010672941,63.26820790629464,0.0,0.0,0.0,31.541570158710982,56.505048884039866
2024-01-01 00:00:50,38.907231539238666,0.0,0.0,1.0,0.0,2254.2800000705993,946.4533555252499,10.13294740902292,0.1904087133034107,0.06272535425694421,8.0,40.01654803203184,0.0,6.700406922361823,0.0,9450821.6321418,0.0021773129005153353,0.05732594044116617,0.12131709006568255,51.284266697529695,0.0,0.0,0.0,28.81298541271228,58.97618827642999
2024-01-01 00:01:00,47.98956358158536,0.0,0.0,0.0,0.0,1615.7252304050526,988.4669106473193,9.405343758862385,0.7865353052880997,0.15114998974513816,8.0,38.75771408785896,0.0,13.03603789937409,0.0,4540968.540346282,0.0003103057412141217,0.3172395970938603,0.46606851521943204,59.2479276614217,0.0006944444444444445,0.0,0.0,24.06940589098145,55.9569354988562
2024-01-01 00:01:10,43.94625628365881,0.0,0.0,2.0,0.0,625.994654493878,797.168186270095,12.410461870892787,1.3983832917643497,0.18625602720993473,8.0,39.5241069639021,0.0,9.053787567711714,0.0,4592031.118292096,0.0002527508846262824,1.6958127912413896,0.07669141355452463,55.0306159626212,0.0006944444444444445,0.0,0.0,33.09511624986259,64.20124366747599
2024-01-01 00:01:20,37.777293788144476,0.0,0.0,0.0,0.0,685.7990039981096,315.35185905004374,10.004368878306746,0.7682645588809195,0.3239921118029407,8.0,39.529318714692984,0.0,8.160999165229073,0.0,3528395.796425398,9.398442312636825e-05,-0.33848190287218,0.13712272049543764,57.108106257450444,0.0006944444444444445,0.0,0.0,32.864108340096465,54.85200392706604
2024-01-01 00:01:30,42.85304895405022,0.0,0.0,0.0,0.0,2039.1566954231419,1427.8374211950556,9.55663922691205,1.1652158873041736,0.08121594205782025,8.0,39.87439297351779,0.0,16.338915585085903,0.0,14373498.232524771,0.00015546440983486213,-0.018808956965593995,0.1601291457371702,53.576763525610865,0.0006944444444444445,0.0,0.0,33.54730819335885,60.04752120369625
